,0
Manhattan,0.41835632270224954
Euclidean,0.5559980197931408
$l_p$: $p=r=0.5$,1.166570864555436
$l_p$: $p=r=0.75$,0.5770780895254708
Cosine,1.4929716869333338
Mahalanobis,1.717072441520279
Wasserstein,0.47976896228977883
Entropy,0.6994501994231241
Perplexity,0.5916018298421125
MMD,0.1568742612797175
