35361     ,  5872400728949.5,       6535,   83886075, fffff, 50081, fff00, 50000, 17c07, 03a91, 0549a, 176ec, 1423a, 1754a, 00007, 1ffff, 00001, 00001, 1ff44, 01110, 00001, 00001, 00001, 000ce, 00001, 00001, 15e62, 09901, 00001, 0871f, 1f000, 08bc4, 06001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
40702     ,  5884916192527.0,       6505,       6430, 48858, 46058, 46001, 48000, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40703     ,  5884916536929.5,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40704     ,  5884930809367.5,   83886075,   83886075, fffff, 58142, fffff, fffff, 0a800, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40705     ,  5884930887402.0,   83886075,   83886075, fffff, 58957, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40706     ,  5884930945402.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40707     ,  5884931003402.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40708     ,  5884931061401.5,       6465,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0f796, 00b55, 10000, 00a54, 16000, 1fffc, 06001, 1e148, 1f333, 000f4, 1e148, 1e148, 1ff00, 1fec1, 1f900, 06510, 0fe00, 00001, 00001, 04e8a, 1f401, 1ff0c, 00986, 00781, 00001, 00811, 0f796, 029af, 1ff4e, 1fd79, fffff
40709     ,  5884931741361.5,       6505,   83886075, fffff, 4e8a2, fffff, 4e000, 01897, 0000b, 00001, 00001, 021d5, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 10c47, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40710     ,  5884932141361.0,       6505,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b1, 00ff7, 00ffe, 01708, 02996, 01fff, 00269, 0000d, 1fe13, 00320, 1fc33, 00f8f, 00538, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40711     ,  5884946434291.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40712     ,  5884946492332.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40713     ,  5884946550373.5,       6500,   83886075, fffff, 4c88e, fffff, 4c001, 00f02, 02377, 025a5, 02600, 00532, 0071e, 0f93b, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40714     ,  5884962059224.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40715     ,  5884962117264.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40716     ,  5884962175264.0,       6515,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0fb41, 00b53, 1e001, 00a57, 08000, 1fffa, 16000, 1e144, 1f382, 000f1, 1e144, 1e144, 1ff00, 1ff00, 1f900, 06510, 0fc01, 00001, 00001, 04e8a, 1f801, 1ff0c, 00986, 00781, 00001, 00811, 0fb41, 0299c, 1ff2e, 1fdae, fffff
40717     ,  5884962855327.5,       6460,   83886075, fffff, 4d0d4, fff00, 4d000, 10000, 00c02, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40718     ,  5884963115321.0,       6455,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00c02, 00c02, 03d59, 01c81, 07408, 00008, 00001, 0038f, 16660, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40719     ,  5884963375321.0,       6455,   83886075, fffff, 50081, fff00, 50000, 17c07, 03bd1, 0e9cf, 07d80, 11d4e, 177c0, 00008, 1ffff, 00001, 00c01, 1fc05, 010d1, 00001, 00001, 00001, 000d0, 00001, 00001, 01d1f, 09902, 00001, 0871f, 13000, 08bc7, 10000, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
40720     ,  5884964075316.5,   83886075,   83886075, fffff, 45067, fffff, fffff, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b1, 00ff7, 00ffe, 01708, 02996, 01fff, 00269, 0000d, 1fe13, 00320, 1fc33, 00f8f, 00538, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40721     ,  5884964533423.5,       6505,       6525, 4c84d, 4204d, 42000, 4c001, 10264, 00109, 1aedf, 01e04, 00227, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40722     ,  5884964737914.5,       6470,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40723     ,  5884964917916.0,       6500,       6465, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40724     ,  5884977684150.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40725     ,  5884977742190.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40726     ,  5884977800194.0,       6495,   83886075, fffff, 430fe, fff00, 43001, 0027e, 00a80, 00001, 1f665, 0002a, 0062c, 00160, 1fff6, 00001, 00001, 00001, 00049, 17c07, 03bd1, 00001, 00001, 00008, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff
40727     ,  5884978480254.0,       6530,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40728     ,  5884978540252.0,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40729     ,  5884993309088.5,   83886075,   83886075, fffff, 58043, fffff, fffff, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40730     ,  5884993387126.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40731     ,  5884993445126.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40732     ,  5884993503126.0,       6465,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0feeb, 00b53, 0c001, 00a57, 1c000, 1fffa, 08000, 1e142, 1f3d1, 000ef, 1e142, 1e142, 1ff00, 1ff00, 1f900, 06510, 0f800, 00001, 00001, 04e8a, 1fa00, 1ff0c, 00986, 00781, 00001, 00811, 0feeb, 0298d, 1ff8b, 1fde5, fffff
40733     ,  5884994183087.5,       6510,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b1, 00ff7, 01050, 01708, 02996, 01fff, 00269, 0000d, 1fdf8, 00332, 1fc72, 00f68, 00529, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40734     ,  5884994623083.5,       6510,   83886075, fffff, 51882, fffff, 51001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40735     ,  5884994703082.5,       6510,   83886075, fffff, 518c3, fffff, 51001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40736     ,  5885008934016.5,   83886075,   83886075, fffff, 588be, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40737     ,  5885008992056.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40738     ,  5885009050056.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40739     ,  5885009108096.0,       6495,   83886075, fffff, 4c88e, fffff, 4c001, 00f02, 02377, 025a5, 025ff, 00525, 0071e, 0f93b, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40740     ,  5885024558948.5,   83886075,   83886075, fffff, 588c3, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40741     ,  5885024616987.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40742     ,  5885024674992.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40743     ,  5885024732987.0,       6515,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 103cc, 00b50, 16000, 00a58, 14001, 1fff9, 14001, 1e13f, 1f43b, 000ea, 1e13f, 1e13f, 1ff00, 1ff00, 1f900, 06510, 0f601, 00001, 00001, 04e8c, 00001, 1ff0c, 00986, 00781, 00001, 00811, 103cc, 02977, 1fea2, 1fe2c, fffff
40744     ,  5885025413046.0,       6455,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00c02, 00c02, 03d59, 01c81, 07408, 00008, 00001, 0038f, 16669, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40745     ,  5885025673046.5,       6455,   83886075, fffff, 50081, fff00, 50000, 17c07, 03bd2, 13d70, 07d7a, 0c233, 17787, 00008, 1ffff, 00001, 00c01, 1fc8b, 010db, 00001, 00001, 00001, 000d0, 00001, 00001, 01e08, 09902, 00001, 0871f, 13000, 08bc7, 10000, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
40746     ,  5885026373041.0,       6460,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40747     ,  5885026553047.5,       6505,       6460, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40748     ,  5885040183878.5,   83886075,   83886075, fffff, 580ba, fffff, fffff, 00200, 0fb41, 00b53, 1df40, 00a57, 08101, 1fffa, 16042, 1e141, 1f381, 000f1, 1e141, 1e141, 1ff00, 1ff00, 00700, 06510, 0fc01, 00001, 00001, 04e8a, 1fc00, 15201, 1de00, 00781, 00001, 00001, 00001, 00100, fffff, fffff, fffff
40749     ,  5885040821916.0,   83886075,   83886075, fffff, 58103, fffff, fffff, 0b801, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40750     ,  5885040899916.5,   83886075,   83886075, fffff, 58913, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40751     ,  5885040957916.0,   83886075,   83886075, fffff, 58983, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40752     ,  5885041015917.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40753     ,  5885041073914.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40754     ,  5885041131914.5,       6495,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40755     ,  5885041191974.5,       6505,       6435, 48858, 46058, 46001, 48000, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40756     ,  5885041536376.5,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40757     ,  5885055808809.5,   83886075,   83886075, fffff, 58142, fffff, fffff, 0b801, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40758     ,  5885055886845.0,   83886075,   83886075, fffff, 58957, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40759     ,  5885055944849.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40760     ,  5885056002848.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40761     ,  5885056060848.5,       6470,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 10776, 00b50, 08000, 00a5b, 06001, 1fff9, 04000, 1e13c, 1f48a, 000e6, 1e13c, 1e13c, 1ff41, 1ff00, 1f900, 06510, 0f200, 00001, 00001, 04e8c, 00200, 1ff0c, 00986, 00781, 00001, 00811, 10776, 02966, 1fe1c, 1fe62, fffff
40762     ,  5885056740807.0,       6505,   83886075, fffff, 4e8a2, fffff, 4e000, 01897, 0000b, 00001, 00001, 021d5, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 1261f, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40763     ,  5885057140808.5,       6510,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b1, 00ff7, 010a3, 0175b, 02a1e, 01fff, 00290, 0000d, 1fdef, 00340, 1fcbb, 00f4f, 00513, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40764     ,  5885071433741.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40765     ,  5885071491779.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40766     ,  5885071549815.0,       6500,   83886075, fffff, 4c88e, fffff, 4c001, 00f02, 02377, 025a5, 02600, 0050d, 0071e, 0f93b, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40767     ,  5885087058671.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40768     ,  5885087116711.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40769     ,  5885087174711.0,       6515,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 10b1f, 00b4e, 18001, 00a5b, 16000, 1fff6, 14001, 1e13a, 1f4da, 000e5, 1e13a, 1e13a, 1ff41, 1ff00, 1f941, 06510, 0f001, 00001, 00001, 04e8c, 00601, 1ff0c, 00986, 00781, 00001, 00811, 10b1f, 0295a, 1fefb, 1fe9b, fffff
40770     ,  5885087854771.0,       6455,   83886075, fffff, 4d0d4, fff00, 4d000, 10000, 00c02, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40771     ,  5885088114768.5,       6460,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00c02, 00c02, 03d59, 01c81, 07408, 00008, 00001, 0038f, 1666f, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
